Column1,Column2,Column3,Column4
, EUGENYL BENZOATE," &diams; EUGENYL BENZOATE<br />&diams; 4-ALLYL-2-METHOXYPHENYL BENZOATE<br />&diams; BENZOYL EUGENOL<br />&diams; PHENOL, 2-METHOXY-4-(2-PROPENYL)-, BENZOATE<br />&diams; 2-METHOXY-4-(2-PROPENYL)PHENYL BENZOATE<br />&diams; PHENOL, 4-ALLYL-2-METHOXY-, BENZOATE", FLAVORING AGENT OR ADJUVANT
, EUGENYL FORMATE," &diams; EUGENYL FORMATE<br />&diams; 4-ALLYL-2-METHOXYPHENYL FORMATE<br />&diams; 4-(2-PROPEN-1-YL)-2-METHOXYPHENYL FORMATE<br />&diams; PHENOL, 2-METHOXY-4-(2-PROPENYL)-, FORMATE<br />&diams; 2-METHOXY-4-(2-PROPENYL)PHENYL FORMATE<br />&diams; PHENOL, 4-ALLYL-2-METHOXY-, FORMATE", FLAVORING AGENT OR ADJUVANT
, EUGENYL METHYL ETHER--NLFG," &diams; EUGENYL METHYL ETHER<br />&diams; 4-ALLYLVERATROLE<br />&diams; 1,2-DIMETHOXY-4-ALLYLBENZENE<br />&diams; 3,4-DIMETHOXYALLYLBENZENE<br />&diams; 1,2-DIMETHOXY-4-(2-PROPEN-1-YL)BENZENE<br />&diams; 4-ALLYL-1,2-DIMETHOXYBENZENE<br />&diams; O-METHYL EUGENOL<br />&diams; METHYL EUGENYL ETHER<br />&diams; BENZENE, 1,2-DIMETHOXY-4-(2-PROPENYL)-<br />&diams; 1,2-DIMETHOXY-4-(2-PROPENYL)BENZENE<br />&diams; BENZENE, 4-ALLYL-1,2-DIMETHOXY-",
," PENNYROYAL, OIL, EUROPEAN (MENTHA PULEGIUM L.)"," &diams; EUROPEAN PENNYROYAL OIL<br />&diams; MENTHA PULEGIUM OIL<br />&diams; PENNYROYAL OIL, AFRICAN<br />&diams; PENNYROYAL OIL, PULEGIUM<br />&diams; OILS, PENNYROYAL, MENTHA PULEGIUM", FLAVORING AGENT OR ADJUVANT
," IMMORTELLE, ABSOLUTE (HELICHRYSUM ANGUSTIFOLIUM DC)", &diams; EVERLASTING ABSOLUTE<br />&diams; IMMORTELLE ABSOLUTE,
," IMMORTELLE, EXTRACT (HELICHRYSUM ANGUSTIFOLIUM DC.)"," &diams; EVERLASTING EXTRACT<br />&diams; IMMORTELLE EXTRACT<br />&diams; HELICHRYSUM ITALICUM EXTRACT<br />&diams; HELICHRYSUM ANGUSTIFOLIUM EXTRACT<br />&diams; HELICHRYSUM ANGUSTIFOLIUM, EXT.", FLAVORING AGENT OR ADJUVANT
, FARNESAL," &diams; FARNESAL<br />&diams; 2,6,10-DODECATRIENAL, 3,7,11-TRIMETHYL-<br />&diams; 3,7,11-TRIMETHYL-2,6,10-DODECATRIENAL", FLAVORING AGENT OR ADJUVANT
, FARNESENE," &diams; FARNESENE<br />&diams; FARNESENE, ALPHA-<br />&diams; FARNESENE, (E,E)-ALPHA-<br />&diams; 1,3,6,10-DODECATETRAENE, 3,7,11-TRIMETHYL-, (3E,6E)-<br />&diams; 3,7,11-TRIMETHYL-1,3,6,10-DODECATETRAENE, (3,E,6E)-<br />&diams; FARNESENE, TRANS-ALPHA-<br />&diams; 1,3,6,10-DODECATETRAENE, 3,7,11-TRIMETHYL-, (E,E)-<br />&diams; 3,7,11-TRIMETHYL-1,3,6,10-DODECATETRAENE, (E,E)-<br />&diams; 3,7,11-TRIMETHYL-1,3,6,10-DODECATETRAENE, TRANS-<br />&diams; FARNESENE, TRANS,TRANS-ALPHA-", FLAVORING AGENT OR ADJUVANT
, FARNESOL," &diams; FARNESOL<br />&diams; 3,7,11-TRIMETHYL-2,6,10-DODECATRIEN-1-OL<br />&diams; 2,6,10-DODECATRIEN-1-OL, 3,7,11-TRIMETHYL-<br />&diams; FARNESYL ALCOHOL", FLAVORING AGENT OR ADJUVANT
," 3,7,11-TRIMETHYLDODECA-2,6,10-TRIENYL ACETATE"," &diams; FARNESYL ACETATE<br />&diams; 3,7,11-TRIMETHYL-2,6,10-DODECATRIENYL ACETATE<br />&diams; 2,6,10-DODECATRIEN-1-OL, 3,7,11-TRIMETHYL-, ACETATE<br />&diams; InChI=1S/C17H28O2/c1-14(2)8-6-9-15(3)10-7-11-16(4)12-13-19-17(5)18/h8,10,12H,6-7,9,11,13H2,1-5H3<br />&diams; InChIKey: ZGIGZINMAOQWLX-UHFFFAOYSA-N", FLAVORING AGENT OR ADJUVANT
," 2,6,10-TRIMETHYL-2,6,10-PENTADECATRIEN-14-ONE"," &diams; FARNESYL ACETONE<br />&diams; 2,6,10-TRIMETHYL-2,6,10-PENTADECATRIEN-14-ONE<br />&diams; 6,10,14-TRIMETHYL-5,9,13-PENTADECATRIEN-2-ONE<br />&diams; 5,9,13-PENTADECATRIEN-2-ONE, 6,10,14-TRIMETHYL-", FLAVORING AGENT OR ADJUVANT
, ENZYME-MODIFIED FATS," &diams; FAT, ENZYME-MODIFIED<br />&diams; ENZYME-MODIFIED FAT",
, ALUMINUM SALTS OF FATTY ACIDS," &diams; FATTY ACIDS, ALUMINUM SALTS<br />&diams; ALUMINUM SALTS OF FATTY ACIDS<br />&diams; ALUMINUM FATTY ACID SALTS<br />&diams; ALUMINUM SOAP<br />&diams; SOAP, ALUMINUM"," ANTICAKING AGENT OR FREE-FLOW AGENT,<br /> EMULSIFIER OR EMULSIFIER SALT,<br /> FORMULATION AID"
, CALCIUM SALTS OF FATTY ACIDS," &diams; FATTY ACIDS, CALCIUM SALTS<br />&diams; CALCIUM SALTS OF FATTY ACIDS<br />&diams; CALCIUM SOAP<br />&diams; CALCIUM FATTY ACID SOAP<br />&diams; CALCIUM COMPOUNDS OF FATTY ACIDS<br />&diams; SOAP, CALCIUM"," ANTICAKING AGENT OR FREE-FLOW AGENT,<br /> EMULSIFIER OR EMULSIFIER SALT,<br /> LUBRICANT OR RELEASE AGENT"
, ETHYL ESTERS OF FATTY ACIDS (EDIBLE)," &diams; FATTY ACIDS, ETHYL ESTERS",
, LACTYLATED FATTY ACID ESTERS OF GLYCEROL AND PROPYLENE GLYCOL," &diams; FATTY ACIDS, GLYCEROL AND PROPYLENE GLYCOL ESTERS, LACTYLATED<br />&diams; LACTYLATED FATTY ACID ESTERS OF GLYCEROL AND PROPYLENE GLYCOL"," EMULSIFIER OR EMULSIFIER SALT,<br /> FORMULATION AID,<br /> SURFACE-ACTIVE AGENT"
, LACTYLIC ESTERS OF FATTY ACIDS," &diams; FATTY ACIDS, LACTYLIC ESTERS<br />&diams; LACTYLIC FATTY ACID ESTERS"," EMULSIFIER OR EMULSIFIER SALT,<br /> FORMULATION AID,<br /> SURFACE-ACTIVE AGENT"
, MAGNESIUM SALTS OF FATTY ACIDS," &diams; FATTY ACIDS, MAGNESIUM SALTS<br />&diams; MAGNESIUM SALTS OF FATTY ACIDS<br />&diams; MAGNESIUM SOAP<br />&diams; MAGNESIUM FATTY ACID SOAP<br />&diams; SOAP, MAGNESIUM"," ANTICAKING AGENT OR FREE-FLOW AGENT,<br /> EMULSIFIER OR EMULSIFIER SALT,<br /> LUBRICANT OR RELEASE AGENT"
, METHYL ESTERS OF FATTY ACIDS (EDIBLE)," &diams; FATTY ACIDS, METHYL ESTERS", ANTIMICROBIAL AGENT
," MORPHOLINE, FATTY ACID SALTS"," &diams; FATTY ACIDS, MORPHOLINE SALTS<br />&diams; MORPHOLINE SALTS OF FATTY ACIDS<br />&diams; MORPHOLINE, FATTY ACID SALTS", SURFACE-FINISHING AGENT
, POLYGLYCEROL ESTERS OF FATTY ACIDS," &diams; FATTY ACIDS, POLYGLYCEROL ESTERS<br />&diams; POLYGLYCEROL ESTERS OF FATTY ACIDS"," EMULSIFIER OR EMULSIFIER SALT,<br /> SOLVENT OR VEHICLE,<br /> STABILIZER OR THICKENER,<br /> SURFACE-ACTIVE AGENT"
, POTASSIUM SALTS OF FATTY ACIDS," &diams; FATTY ACIDS, POTASSIUM SALTS<br />&diams; POTASSIUM SALTS OF FATTY ACIDS<br />&diams; POTASSIUM SOAP<br />&diams; POTASSIUM FATTY ACID SOAP<br />&diams; SOAPS, POTASSIUM"," ANTICAKING AGENT OR FREE-FLOW AGENT,<br /> EMULSIFIER OR EMULSIFIER SALT,<br /> FORMULATION AID"
, PROPYLENE GLYCOL MONO- AND DIESTERS OF FATS AND FATTY ACIDS," &diams; FATTY ACIDS, PROPYLENE GLYCOL MONO- AND DIESTERS<br />&diams; PROPYLENE GLYCOL MONO- AND DIESTERS OF FATS AND FATTY ACIDS<br />&diams; PROPANE-1,2-DIOL, FATTY ACID ESTERS<br />&diams; PROPYLENE GLYCOL, FATTY ACID ESTERS<br />&diams; PROPYLENE GLYCOL, FATTY ACID MONO- AND DIESTERS<br />&diams; 1,2-PROPYLENE GLYCOL, FATTY ACID ESTERS"," EMULSIFIER OR EMULSIFIER SALT,<br /> STABILIZER OR THICKENER"
, SALTS OF FATTY ACIDS," &diams; FATTY ACIDS, SALTS<br />&diams; SALT, FATTY ACID<br />&diams; SALTS OF FATTY ACIDS<br />&diams; SOAPS<br />&diams; FATTY ACIDS, SOAPS"," ANTICAKING AGENT OR FREE-FLOW AGENT,<br /> EMULSIFIER OR EMULSIFIER SALT,<br /> FORMULATION AID"
, SODIUM SALTS OF FATTY ACIDS," &diams; FATTY ACIDS, SODIUM SALTS<br />&diams; HARD SOAP<br />&diams; SODIUM SALTS OF FATTY ACIDS<br />&diams; SODIUM FATTY ACID SOAP<br />&diams; SOAP, HARD<br />&diams; SODIUM SOAP<br />&diams; SODIUM COMPOUNDS OF FATTY ACIDS"," ANTICAKING AGENT OR FREE-FLOW AGENT,<br /> EMULSIFIER OR EMULSIFIER SALT,<br /> FORMULATION AID"
, FATTY ACIDS," &diams; FATTY ACIDS<br />&diams; FATTY ACID<br />&diams; FATTY ACIDS, MONOBASIC"," FORMULATION AID,<br /> LUBRICANT OR RELEASE AGENT,<br /> SURFACE-ACTIVE AGENT,<br /> SURFACE-FINISHING AGENT"
," FATTY ALCOHOLS, SYNTHETIC"," &diams; FATTY ALCOHOLS, SYNTHETIC<br />&diams; ALCOHOLS, SYNTHETIC<br />&diams; SYNTHETIC FATTY ALCOHOLS",
, FD&C BLUE NO. 1," &diams; FD&C BLUE NO. 1<br />&diams; PATENT BLUE AE<br />&diams; C.I. ACID BLUE 9<br />&diams; BRILLIANT BLUE FCF<br />&diams; C.I. 42090<br />&diams; C.I. ACID BLUE 9, DISODIUM SALT<br />&diams; D&C BLUE NO. 1<br />&diams; BENZENEMETHANAMINIUM, N-ETHYL-N-(4-((4-(ETHYL((3-SULFOPHENYL)METHYL)AMINO)PHENYL)(2-SULFOPHENYL)METHYLENE)-2,5-CYCLOHEXADIEN-1-YLIDENE)-3-SULFO-, INNER SALT, DISODIUM SALT<br />&diams; ACID BLUE 9<br />&diams; C.I. FOOD BLUE 2<br />&diams; FOOD BLUE NO. 1<br />&diams; BRILLIANT BLUE<br />&diams; DISODIUM ETHYL(4-(P-(ETHYL(M-SULFOBENZYL)AMINO)-ALPHA-(O-SULFOPHENYL)BENZYLIDENE)-2,5-CYCLOHEXADIENE-1-YLIDENE)(M-SULFOBENZYL)AMMONIUM HYDROXIDE INNER SALT"," COLOR OR COLORING ADJUNCT,<br /> FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT"
," FD&C BLUE NO. 1, ALUMINUM LAKE"," &diams; FD&C BLUE NO. 1-ALUMINUM LAKE<br />&diams; BENZENEMETHANAMINIUM, N-ETHYL-N-(4-((4-(ETHYL((3-SULFOPHENYL)METHYL)AMINO)PHENYL)(2-SULFOPHENYL)METHYLENE)-2,5-CYCLOHEXADIEN-1-YLIDENE-3-SULFO-, HYDRO...68921-42-6<br />&diams; ACID BLUE 9-ALUMINUM LAKE<br />&diams; BRILLIANT BLUE FCF-ALUMINUM LAKE<br />&diams; C.I. FOOD BLUE 2-ALUMINUM LAKE<br />&diams; C.I. 42090:2<br />&diams; C.I. ACID BLUE 9-ALUMINUM LAKE<br />&diams; FOOD BLUE NO. 1-ALUMINUM LAKE<br />&diams; JAPAN BLUE 1 LAKE<br />&diams; JAPAN BLUE 1-ALUMINUM LAKE", COLOR OR COLORING ADJUNCT
," FD&C BLUE NO. 1, CALCIUM LAKE", &diams; FD&C BLUE NO. 1-CALCIUM LAKE<br />&diams; BRILLIANT BLUE FCF-CALCIUM LAKE, COLOR OR COLORING ADJUNCT
, FD&C BLUE NO. 2," &diams; FD&C BLUE NO. 2<br />&diams; SODIUM INDIGOTINDISULFONATE<br />&diams; INDIGO CARMINE<br />&diams; DISODIUM 5,5'-DISULFOINDIGO<br />&diams; 1H-INDOLE-5-SULFONIC ACID, 2-(1,3-DIHYDRO-3-OXO-5-SULFO-2H-INDOL-2-YLIDENE)-2,3-DIHYDRO-3-OXO-, DISODIUM SALT<br />&diams; (DELTA2,2'-BIINDOLINE)-5,5'-DISULFONIC ACID, 3,3'-DIOXO-, DISODIUM SALT<br />&diams; DISODIUM 2-(1,3-DIHYDRO-3-OXO-5-SULFO-2H-INDOL-2-YLIDENE)-2,3-DIHYDRO-3-OXO-1H-INDOLE-5-SULFONATE<br />&diams; DISODIUM 3,3'-DIOXO-(DELTA2,2'-BIINDOLINE)-5,5'-DISULFONATE<br />&diams; INDIGOTINE<br />&diams; C.I. ACID BLUE 74<br />&diams; ACID BLUE 74<br />&diams; C.I. 73015<br />&diams; C.I. FOOD BLUE 1<br />&diams; FOOD BLUE NO. 2<br />&diams; INDIGOTINDISULFONATE SODIUM", COLOR OR COLORING ADJUNCT
," FD&C BLUE NO. 2, ALUMINUM LAKE"," &diams; FD&C BLUE NO. 2-ALUMINUM LAKE<br />&diams; (DELTA2,2-BIINDOLINE)-5,5'-DISULFONIC ACID, 3,3'-DIOXO-, ALUMINUM SALT<br />&diams; ALUMINUM 3,3'-DIOXO-(DELTA2,2-BIINDOLINE)-5,5'DISULFONATE<br />&diams; ACID BLUE 74-ALUMINUM LAKE<br />&diams; C.I. PIGMENT BLUE 63<br />&diams; CERTOLAKE INDIGO CARMINE<br />&diams; C.I. 73015-ALUMINUM LAKE<br />&diams; C.I. FOOD BLUE 1-ALUMINUM LAKE<br />&diams; FOOD BLUE NO. 2-ALUMINUM LAKE<br />&diams; C.I. ACID BLUE 74-ALUMINUM LAKE<br />&diams; INDIGOTINE-ALUMINUM LAKE<br />&diams; INDIGO CARMINE-ALUMINUM LAKE<br />&diams; PIGMENT BLUE 63", COLOR OR COLORING ADJUNCT
," FD&C BLUE NO. 2, CALCIUM LAKE", &diams; FD&C BLUE NO. 2-CALCIUM LAKE<br />&diams; INDIGOTINE-CALCIUM LAKE<br />&diams; INDIGO CARMINE-CALCIUM LAKE, COLOR OR COLORING ADJUNCT
, FD&C GREEN NO. 3," &diams; FD&C GREEN NO. 3<br />&diams; C.I. FOOD GREEN 3, DISODIUM SALT<br />&diams; FAST GREEN FCF<br />&diams; D&C GREEN NO. 3<br />&diams; BENZENEMETHANAMINIUM, N-ETHYL-N-(4-((4-(ETHYL((3-SULFOPHENYL)METHYL)AMINO)PHENYL)(4-HYDROXY-2-SULFOPHENYL)METHYLENE)-2,5-CYCLOHEXADIEN-1-YLIDENE)-3-SULFO-, INNER SALT, DISODIUM SALT<br />&diams; C.I. FOOD GREEN 3<br />&diams; C.I. 42053<br />&diams; FOOD GREEN NO. 3", COLOR OR COLORING ADJUNCT
," FD&C GREEN NO. 3, ALUMINUM LAKE", &diams; FD&C GREEN NO. 3-ALUMINUM LAKE<br />&diams; FOOD GREEN NO. 3-ALUMINUM LAKE<br />&diams; FAST GREEN FCF-ALUMINUM LAKE, COLOR OR COLORING ADJUNCT
," FD&C GREEN NO. 3, CALCIUM LAKE", &diams; FD&C GREEN NO. 3-CALCIUM LAKE<br />&diams; FAST GREEN FCF-CALCIUM LAKE, COLOR OR COLORING ADJUNCT
, FD&C RED NO. 3," &diams; FD&C RED NO. 3<br />&diams; ERYTHROSINE<br />&diams; DISODIUM 2',4',5',7'-TETRAIODOFLUORESCEIN<br />&diams; ERYTHROSINE BS<br />&diams; SODIUM ERYTHROSIN<br />&diams; C.I. ACID RED 51<br />&diams; D&C RED NO. 3<br />&diams; EBS<br />&diams; SPIRO(ISOBENZOFURAN-1(3H),9'-(9H)XANTHEN)-3-ONE, 3',6'-DIHYDROXY-2',4',5',7'-TETRAIODO-, DISODIUM SALT<br />&diams; FLUORESCEIN, 2',4',5',7'-TETRAIODO-, DISODIUM SALT<br />&diams; C.I. FOOD RED 14<br />&diams; C.I. 45430<br />&diams; ERYTHROSINE B<br />&diams; DISODIUM 9-(O-CARBOXYPHENYL)-6-HYDROXY-2,4,5,7-TETRAIODO-3H-XANTHEN-3-ONE MONOHYDRATE<br />&diams; DISODIUM 3',6'-DIHYDROXY-2',4',5',7'-TETRAIODOSPIRO(ISOBENZOFURAN-1(3H),9'-(9H)XANTHEN)-3-ONE<br />&diams; ACID RED 51<br />&diams; FOOD RED 14<br />&diams; ERYTHROSINE SODIUM<br />&diams; FOOD RED NO. 3<br />&diams;"," COLOR OR COLORING ADJUNCT,<br /> SOLVENT OR VEHICLE"
," FD&C RED NO. 3, ALUMINUM LAKE--DELISTED"," &diams; FD&C RED NO. 3-ALUMINUM LAKE<br />&diams; ALUMINUM 3',6'-DIHYDROXY-2',4',5',7'-TETRAIODOSPIRO(ISOBENZOFURAN-1(3H),9'-(9H)XANTHEN)-3-ONE, (2:3)<br />&diams; ACID RED 51:1<br />&diams; C.I. PIGMENT RED 172<br />&diams; CERTOLAKE ERYTHROSINE<br />&diams; C.I. FOOD RED 14:1<br />&diams; C.I. ACID RED 51:1<br />&diams; C.I. 45430:1<br />&diams; FOOD RED 14:1<br />&diams; FOOD RED NO. 3-ALUMINUM LAKE<br />&diams; ERYTHROSINE-ALUMINUM LAKE<br />&diams; PIGMENT RED 172<br />&diams; SPIRO(ISOBENZOFURAN-1(3H),9'-(9H)XANTHEN)-3-ONE, 3',6'-DIHYDROXY-2',4',5',7'-TETRAIODO-, ALUMINUM SALT (3:2)",
, FD&C RED NO. 4--DELISTED," &diams; FD&C RED NO. 4<br />&diams; PONCEAU SX<br />&diams; C.I. 14700<br />&diams; DISODIUM 3-((2,4-DIMETHYL-5-SULFOPHENYL)AZO)-4-HYDROXY-1-NAPHTHALENESULFONATE<br />&diams; D&C RED NO. 4<br />&diams; DISODIUM 2-(5-SULFO-2,4-XYLYLAZO)-1-NAPHTHOL-4-SULFONATE<br />&diams; C.I. FOOD RED 1, DISODIUM SALT<br />&diams; EXT. D&C RED NO. 24<br />&diams; RED SHADE #24<br />&diams; 1-NAPHTHALENESULFONIC ACID, 3-((2,4-DIMETHYL-5-SULFOPHENYL)AZO)-4-HYDROXY-, DISODIUM SALT<br />&diams; C.I. FOOD RED 1",
, FD&C RED NO. 40," &diams; FD&C RED NO. 40<br />&diams; C.I. 16035<br />&diams; C.I. FOOD RED 17<br />&diams; DISODIUM 6-HYDROXY-5-((2-METHOXY-5-METHYL-4-SULFOPHENYL)AZO)-2-NAPHTHALENESULFONATE<br />&diams; D&C RED NO. 40<br />&diams; ALLURA RED<br />&diams; 2-NAPHTHALENESULFONIC ACID, 6-HYDROXY-5-((2-METHOXY-5-METHYL-4-SULFOPHENYL)AZO)-, DISODIUM SALT<br />&diams; 2-NAPHTHALENESULFONIC ACID, 6-HYDROXY-5-((6-METHOXY-4-SULFO-M-TOLYL)AZO)-, DISODIUM SALT<br />&diams; DISODIUM 6-HYDROXY-5-((6-METHOXY-4-SULFO-M-TOLYL)AZO)-2-NAPHTHALENESULFONATE<br />&diams; FOOD RED 17<br />&diams; ALLURA RED AC<br />&diams; FOOD RED NO. 40"," COLOR OR COLORING ADJUNCT,<br /> FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT"
," FD&C RED NO. 40, ALUMINUM LAKE", &diams; FD&C RED NO. 40-ALUMINUM LAKE<br />&diams; ALLURA RED AC-ALUMINUM LAKE<br />&diams; FOOD RED NO. 40-ALUMINUM LAKE, COLOR OR COLORING ADJUNCT
," FD&C RED NO. 40, CALCIUM LAKE", &diams; FD&C RED NO. 40-CALCIUM LAKE<br />&diams; ALLURA RED AC-CALCIUM LAKE, COLOR OR COLORING ADJUNCT
, FD&C YELLOW NO. 5," &diams; FD&C YELLOW NO. 5<br />&diams; TARTRAZINE<br />&diams; TARTRAZINE LAKE<br />&diams; C.I. ACID YELLOW 23<br />&diams; TARTRAZINE O<br />&diams; TARTRAZINE YELLOW<br />&diams; D&C YELLOW NO. 5<br />&diams; YELLOW LAKE 69<br />&diams; TRISODIUM 4,5-DIHYDRO-5-OXO-1-(4-SULFOPHENYL)-4-((4-SULFOPHENYL)AZO)-1H-PYRAZOLE-3-CARBOXYLATE<br />&diams; C.I. 19140<br />&diams; C.I. FOOD YELLOW 4<br />&diams; ACID YELLOW 23<br />&diams; 1H-PYRAZOLE-3-CARBOXYLIC ACID, 4,5-DIHYDRO-5-OXO-1-(4-SULFOPHENYL)-4-((4-SULFOPHENYL)AZO)-, TRISODIUM SALT<br />&diams; C.I. ACID YELLOW 23, TRISODIUM SALT<br />&diams; FOOD YELLOW NO. 4"," COLOR OR COLORING ADJUNCT,<br /> FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT"
," FD&C YELLOW NO. 5, ALUMINUM LAKE", &diams; FD&C YELLOW NO. 5-ALUMINUM LAKE<br />&diams; ACID YELLOW 23-ALUMINUM LAKE<br />&diams; C.I. PIGMENT YELLOW 100<br />&diams; C.I. 19140:1<br />&diams; C.I. ACID YELLOW 23-ALUMINUM LAKE<br />&diams; FOOD YELLOW NO. 4-ALUMINUM LAKE<br />&diams; JAPAN YELLOW 4 LAKE<br />&diams; JAPAN YELLOW 4-ALUMINUM LAKE<br />&diams; TARTRAZINE-ALUMINUM LAKE, COLOR OR COLORING ADJUNCT
," FD&C YELLOW NO. 5, CALCIUM LAKE", &diams; FD&C YELLOW NO. 5-CALCIUM LAKE<br />&diams; TARTRAZINE-CALCIUM LAKE, COLOR OR COLORING ADJUNCT
, FD&C YELLOW NO. 6," &diams; FD&C YELLOW NO. 6<br />&diams; SUNSET YELLOW<br />&diams; DISODIUM 6-HYDROXY-5-((4-SULFOPHENYL)AZO)-2-NAPHTHALENESULFONATE<br />&diams; SOLAR RADIATION COLOR<br />&diams; C.I. FOOD YELLOW 3, DISODIUM SALT<br />&diams; SUNSET YELLOW FCF<br />&diams; YELLOW ORANGE S<br />&diams; C.I. 15985<br />&diams; D&C YELLOW NO. 6<br />&diams; 2-NAPHTHALENESULFONIC ACID, 6-HYDROXY-5-((4-SULFOPHENYL)AZO)-, DISODIUM SALT<br />&diams; ORANGE YELLOW S<br />&diams; C.I. FOOD YELLOW 3<br />&diams; FOOD YELLOW NO. 5"," COLOR OR COLORING ADJUNCT,<br /> FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT"
," FD&C YELLOW NO. 6, ALUMINUM LAKE", &diams; FD&C YELLOW NO. 6-ALUMINUM LAKE<br />&diams; C.I. PIGMENT YELLOW 104<br />&diams; C.I. 15985:1<br />&diams; FOOD YELLOW NO. 5-ALUMINUM LAKE<br />&diams; SUNSET YELLOW FCF-ALUMINUM LAKE," COLOR OR COLORING ADJUNCT,<br /> FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT"
," FD&C YELLOW NO. 6, CALCIUM LAKE", &diams; FD&C YELLOW NO. 6-CALCIUM LAKE<br />&diams; SUNSET YELLOW FCF-CALCIUM LAKE, COLOR OR COLORING ADJUNCT
, D-FENCHONE," &diams; FENCHONE, D-<br />&diams; 2-FENCHANONE, D-<br />&diams; 1,3,3-TRIMETHYLBICYCLO(2.2.1)HEPTAN-2-ONE<br />&diams; 1,3,3-TRIMETHYL-2-NORBORNANONE, D-<br />&diams; 1,3,3-TRIMETHYL-2-NORCAMPHANONE, D-<br />&diams; BICYCLO(2.2.1)HEPTAN-2-ONE, 1,3,3-TRIMETHYL-, (1S,4R)-<br />&diams; 1,3,3-TRIMETHYLBICYCLO(2.2.1)HEPTAN-2-ONE, (1S)-<br />&diams; 2-NORBORNANONE, 1,3,3-TRIMETHYL-, (1S,4R)-(+)-<br />&diams; 1,3,3-TRIMETHYL-2-NORBORNANONE, (1S,4R)-(+)-"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT"
, L-FENCHONE," &diams; FENCHONE, L-<br />&diams; bicyclo(2.2.1)-2-one, 1,3,3-trimethyl-, (1R,4S)-<br />&diams; 2-norbornanone, 1,3,3-trimethyl-, (1R,4S)-(-)<br />&diams; 1,3,3-trimethyl-bicyclo(2.2.1)heptan-2-one, (1R,4S)-<br />&diams; 1,3,3-trimethyl-2-norbornanone, (1R,4S)-(-)-<br />&diams; InChI=1S/C10H16O/c1-9(2)7-4-5-10(3,6-7)8(9)11/h7H,4-6H2,1-3H3/t7-,10+/m0/s1<br />&diams; InChIKey: LHXDLQBQYFFVNW-OIBJUYFYSA-N", FLAVORING AGENT OR ADJUVANT
," 1,3,3-TRIMETHYL-2-NORBORNANYL ACETATE"," &diams; FENCHYL ACETATE<br />&diams; 2-NORBORNANOL, 1,3,3-TRIMETHYL-, ACETATE<br />&diams; 1,3,3-TRIMETHYL-2-NORBORNANYL ACETATE<br />&diams; BICYCLO(2.2.1)HEPTAN-2-OL, 1,3,3-TRIMETHL-, ACETATE<br />&diams; 1,3,3-TRIMETHYLBICYCLO(2.2.1)HEPTAN-2-YL ACETATE"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT"
, FENCHYL ALCOHOL," &diams; FENCHYL ALCOHOL<br />&diams; 2-FENCHANOL<br />&diams; 1,3,3-TRIMETHYLBICYCLO(2.2.1)HEPTAN-2-OL<br />&diams; 1,3,3-TRIMETHYL-2-NORBORNANOL<br />&diams; BICYCLO(2.2.1)HEPTAN-2-OL, 1,3,3-TRIMETHYL-<br />&diams; 2-NORBORNANOL, 1,3,3-TRIMETHYL-<br />&diams; FENCHOL"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT"
," FENNEL, SWEET, OIL (FOENICULUM VULGARE MILL. VAR. DULCE (D.C.) ALEF.)"," &diams; FENNEL OIL<br />&diams; FENNEL OIL, SWEET<br />&diams; OILS, FENNEL<br />&diams; FOENICULUM VULGARE VAR. DULCE OIL", FLAVORING AGENT OR ADJUVANT
," FENNEL, SWEET (FOENICULUM VULGARE MILL. VAR. DULCE (D.C.) ALEF.)"," &diams; FENNEL, SWEET<br />&diams; FENNEL, FLORENCE<br />&diams; FINOCHIO<br />&diams; FOENICULUM VULGARE VAR. DULCE", FLAVORING AGENT OR ADJUVANT
," FENNEL, COMMON (FOENICULUM VULGARE MILL.)"," &diams; FENNEL<br />&diams; FENNEL, COMMON<br />&diams; FOENICULUM VULGARE<br />&diams; FENOUIL (FOENICULUM VULGARE)", FLAVORING AGENT OR ADJUVANT
," FENUGREEK, EXTRACT (TRIGONELLA FOENUM-GRAECUM L.)"," &diams; FENUGREEK EXTRACT<br />&diams; FENUGREEK, EXT.<br />&diams; TRIGONELLA FOENUM-GRAECUM EXTRACT", FLAVORING AGENT OR ADJUVANT
," FENUGREEK, OLEORESIN (TRIGONELLA FOENUM-GRAECUM L.)", &diams; FENUGREEK OLEORESIN<br />&diams; TRIGONELLA FOENUM-GRAECUM OLEORESIN, FLAVORING AGENT OR ADJUVANT
, FENUGREEK (TRIGONELLA FOENUM-GRAECUM L.), &diams; FENUGREEK<br />&diams; FOENUGREEK<br />&diams; TRIGONELLA FOENUM-GRAECUM<br />&diams; FENUGREC (TRIGONELLA FOENUM-GRACEUM), FLAVORING AGENT OR ADJUVANT
